,Indicative,Sentences in biz,Indicative ADJP - deep extraction,Indicative ADJP - shallow extraction,Manually laballed ADJP
707,TRUE,Clearly the waitresses are too busy to be on top of these kinds of things during peek times.,too busy to be on top of these kinds of things during peek times,too busy to be on top of these kinds of things during peek times,"too busy to be on top, peek times"
708,FALSE,"We waited awhile for our check to be delivered, too.",-,-,awhile for our check
709,FALSE,"The waitresses all seemed to be very friendly, but they were overwhelmed.",-,-,"very friendly, overwhelmed"
710,FALSE,"Our visit took 90 minutes, which is a long time to spend at breakfast.",-,-,long time to spend
711,FALSE,Hiring some teenagers who can hustle could potentially cut a table's occupancy time in half.,-,-,can hustle
712,FALSE,A step above your typical breakfast place.,-,-,step above your typical
713,TRUE,"Friendly staff, quick and attentive service, despite being continuously busy.",continuously busy,continuously busy,"friendly, quick and attentive, continuosly busy"
714,TRUE,"So many choices on the menu, it's hard to decide.",hard to decide,hard to decide,hard to decide
715,FALSE,"But when at a place with Waffles in the title, of course that's where I've got to go.",-,-,where i've got to go
716,FALSE,"I had the Funky Monkey - a chocolate, banana and peanut butter explosion.",-,-,
717,TRUE,"Pretty good, although waffle could have been a little crisper on the outside for my liking.",pretty good although,pretty good although,"pretty good, little crisper"
718,FALSE,"Add a side of scrambled eggs (for protein, of course!) cooked perfectly, and a coffee cup our waitress never let get more than half empty.",-,-,"for protein, perfectly, more than half empty"
719,FALSE,"I'll be back for sure, next time to build my own omelette.",-,-,
720,FALSE,What a great breakfast spot!,-,-,great
721,FALSE, First time in,-,-,
722,FALSE,and they easily accommodated a party of 9.,-,-,party of 9
723,TRUE, EVERYONE was happy with the meals...even the picky kids.,happy with the meals,happy with the meals,happy with the meals
724,FALSE, Meals were fast...,-,-,
725,FALSE,ingredients were fresh.,-,-,fresh
726,FALSE, Everything was delicious and everyone cleaned their plates!!,-,-,
727,FALSE,"

I had the breakfast - 3 eggs, toast, bacon, fruit, and mushrooms.",-,-,
728,FALSE, Love that their sides are different and loaded with fresh veggies.,-,-,
729,FALSE, Bacon was divine.,-,-,
730,FALSE, Thick and perfectly cooked.,-,-,
731,TRUE, Bread was thick and tasty.,thick and tasty,thick and tasty,thick and tasty
732,TRUE," 

I was lucky enough to try my nieces waffle with some bourbon maple syrup.",lucky enough to try my nieces waffle with some bourbon maple syrup,lucky enough to try my nieces waffle with some bourbon maple syrup,lucky enough to try my nieces waffle with some bourbon maple syrup
733,FALSE, Whoa!  I could do shots of that and need to go back to get waffles just to eat/drink copious amounts of that!,-,-,
734,FALSE,Good food.,-,-,good
735,FALSE, Decent prices.,-,-,
736,FALSE,Appropriate portions.,-,-,appropriate
737,FALSE, Boring atmosphere.,-,-,
738,FALSE, They did the best they could in a strip mall building.,-,-,
739,FALSE,  Clean and bright.,-,-,
740,FALSE,  ,-,-,
741,FALSE,"It is a solid choice, but didn't get ""wowed"" by the experience.",-,-,solid
742,FALSE,I went crazy with my make my own crepe and had a chocolate chip and bacon crepe with caramel sauce!,-,-,
743,FALSE,Talk about delicious!!,-,-,delicious
744,FALSE,They have great service and the coffee was superb.,-,-,"great, superb"
745,FALSE,We will definitely be back for our big breakfast fix again!,-,-,
746,FALSE,"Used the no wait app, which cut back on us standing around outside since the waiting area is VERY tiny.",-,-,"around outside, very tiny"
747,FALSE,"Small place, many different selections of waffles.",-,-,"different, small"
748,FALSE,"I chose the French toast, and it was very good.",-,-,very good
749,FALSE,Everyone in our party enjoyed the food.,-,-,enjoyed the food
750,FALSE,"Good service, we would come back again.",-,-,good
751,FALSE,There was a bit of a wait but totally worth it!,-,-,"bit, totally worth"
752,FALSE,The food was amazing and the service was awesome!!,-,-,"amazing, awesome"
753,FALSE,Lauren is the best!,-,-,best
754,FALSE,I totally recommend asking for her.,-,-,
755,FALSE,"She was funny, kind, and very attentive!",-,-,"funny, kind, very attentive"
756,FALSE,Loved this place and will be back!,-,-,loved
757,FALSE,The food was just okay.,-,-,just ok
758,FALSE,We ordered to go- the home fries were awful.,-,-,awful
759,FALSE,They are not your traditional home fries by any means and they are terrible.,-,-,"traditional, terrible"
760,FALSE, The waffle was decent.,-,-,
761,FALSE,The eggs Benedict was good.,-,-,good
762,TRUE,A little expensive.,a little expensive,a little expensive,little expensive
763,FALSE,$14 for that and coffee is a little overpriced.,-,-,little overpriced
764,FALSE,The place needs better ventilation.,-,-,better
765,FALSE,I came out of there smelling like I've been in a grease pit!,-,-,i've been in a grease pit
766,FALSE,Nice little breakfast spot.,-,-,nice little
767,FALSE,"Friendly people, good service, very good waffles AND they have some vegan options which is super fun.",-,-,"friendly, good, very good, vegan, super fun"
768,FALSE, It's a cool atmosphere and feels clean.,-,-,
769,FALSE,We have eaten there several times and will certainly be back!,-,-,
770,FALSE,Looking for a different breakfast option?,-,-,different
771,FALSE,This place is for you!,-,-,for you
772,FALSE,"Being only the 4th review, I will give you the rundahn!",-,-,
773,FALSE,"
",-,-,
774,FALSE,Pros: food is excellent!,-,-,excellent
775,TRUE,The breakfast magic that I had was savory and fresh!,savory and fresh,savory and fresh,savory and fresh
776,FALSE,My wife had the blueberry waffle and it was delicious.,-,-,delicious
777,TRUE,Waitress Nikkie was friendly and informative.,friendly and informative,friendly and informative,friendly and informative
778,FALSE,This confirms the first three reviews on friendly service!!,-,-,friendly
779,FALSE,"

",-,-,
780,FALSE,"Now the cons (sorry, there are a couple ..",-,-,
781,FALSE,keeps it from a 5star affair),-,-,5star affair
782,FALSE,"As the 1st review stated, the coffee mugs are too small.",-,-,too small
783,FALSE,"We asked our server a lot for ""more coffee"".",-,-,more coffee
784,FALSE,"
",-,-,
785,FALSE,"A suggestion would be to either get larger mugs OR get coffee carafes and leave them on the table (a la Perkins)
Second comment (which was also stated by another reviewer) was the smell when walking in.",-,-,
786,FALSE,My guess is a little more exhaust ventilation.,-,-,little more exhaust
787,FALSE,"

Final Answer: great place to go!!!",-,-,
788,FALSE,The best breakfast we have had in years!,-,-,best
789,FALSE,I had the Benny Waffle.,-,-,
790,FALSE,Delicious egg Benedict with fresh crab.,-,-,"delicious, fresh"
791,FALSE,Greatest home fries ever!,-,-,greatest
792,TRUE,Made with multi colored mini potatoes and sweet potatoes.,multi colored,multi colored,"multi coloured, sweet"
793,FALSE,Coffee was good.,-,-,good
794,FALSE,My wife had the Funky Monkey and couldn't stop raving about it.,-,-,stop raving about it
795,FALSE,Daughter had what was the best sausage gravy I have ever tasted.,-,-,"best, ever tasted"
796,FALSE,May get that myself on a return visit.,-,-,
797,FALSE,My 6 year old son thoroughly enjoy his waffles with chocolate sauce.,-,-,
798,TRUE,"Environment, and atmosphere was thoroughly enjoyable.",thoroughly enjoyable,thoroughly enjoyable,thoroughly enjoyable
799,FALSE,"Great place, great food, we'll be back.",-,-,great
800,FALSE,"

Only downside, like some of the other reviews state, the smells of the kitchen tend to attach themselves to your clothes.",-,-,
801,FALSE,This place gets extra points for having food I can order for my kids which is not hamburgers and fries.,-,-,"extra points, "
802,FALSE,"We ordered the kids banana and strawberry crepe, and the chocolate chip waffles.",-,-,
803,FALSE,They were a big hit!,-,-,big
804,FALSE,My wife and I shared at the BC breakfast with blueberry toast.,-,-,blueberry
805,FALSE,The waiter was very courteous and we were quite impressed overall.,-,-,"very courteous, quite impressed"
806,FALSE,This is probably the BEST place to get brunch.,-,-,best 
807,FALSE,The customer service is very friendly.,-,-,very friendly
808,FALSE,The atmosphere is awesome.,-,-,awesome
809,FALSE,Very nice place to go on a date or just hang out with friend and family.,-,-,very nice
810,FALSE,Highly recommend the eggs Benedict.,-,-,highly
811,FALSE,Al I can say about this place is: gorgeous!,-,-,gorgeous
812,TRUE,I was able to get a kid sized portion and customize my waffle to my liking!,able to get a kid sized portion and customize my waffle to my liking,able to get a kid sized portion and customize my waffle to my liking,able to get a kid sized portion and customize my waffle to my liking
813,FALSE,How do you know a place is good?,-,-,good
814,FALSE,When you haven't even finished your first meal and you're already planning your next visit!,-,-,
815,FALSE,"This was my first visit ever to a Waffles INCaffeinated, and I got to enjoy it with a rather large party on a Saturday afternoon.",-,-,"my first, rather large"
816,TRUE,The manager was very helpful and accommodating!,very helpful and accommodating,very helpful and accommodating,helpful and accommodating
817,FALSE,"

",-,-,
818,FALSE,"Now, for the food.",-,-,
819,FALSE,My faith in humanity and homefries has been restored!,-,-,
820,FALSE,"(It's so easy to screw up potato, and it takes talent to make them taste amazing.)",-,-,taste amazing
821,TRUE,"The epic homefries feature a mixture of a variety of potatoes - white, sweet, blue/purple, as well as green peppers and onions.",a variety of potatoes white,a variety of potatoes white,"white, sweet, blue/purple"
822,TRUE,"Everything was extremely well seasoned (any more and it might be too salty), and the crispness of the potatoes was amazing.",extremely well seasoned,extremely well seasoned,extremely well seasoned
823,FALSE,It was like eating cubed french fries or slightly more solid tater tots.,-,-,"cubed french fires, slightly more solid"
824,FALSE,"Seriously, five stars for these little starches!!!",-,-,five stars
825,FALSE,"

",-,-,
826,FALSE,"Waffles, because well...they're all about the waffles.",-,-,
827,TRUE,"I was a bit overwhelmed by the sheer variety of toppings, and had a plan going into my meal.",a bit overwhelmed by the sheer variety of toppings,a bit overwhelmed by the sheer variety of toppings,a bit overwhelmed by the sheer variety of toppings
828,FALSE,"The in-restaurant menu had more pre-made options than what was online, and greatly helped my decision process.",-,-,"more pre-made options, greatly"
829,FALSE,"I opted for the Sacre-Bleu-berry (blueberry waffle, peach cream cheese in the middle, and more fresh blueberries on top.)",-,-,more fresh
830,FALSE,"To mine, I added raspberries because all those fruits together sounded delicious, and oh yes it was!",-,-,together sounded delicious
831,FALSE,"The syrup options on the table were a vanilla bean syrup (simple syrup with vanilla bean highlights), and traditional syrup.",-,-,
832,TRUE,"I tried both syrups, and felt the vanilla bean was perfect with just a hint of sweetness.",perfect with just a hint of sweetness,perfect with just a hint of sweetness,perfect with just a hint of sweetness
833,FALSE,"

",-,-,
834,FALSE,"Also, the coffee was coffee.",-,-,
835,FALSE,"If it's available, try a little vanilla syrup in it with your meal!",-,-,available
836,FALSE,"

I look forward to going back and trying some of the savory options like the waffle with in-house made sausage gravy and some of the chorizo waffles.",-,-,
837,FALSE,"Good food, creative entrees and will alter the orders to fit your tastes, decent service, a little pricey.",-,-,a little pricey
838,FALSE,Very good breakfasts.,-,-,very good
839,FALSE,The waffles are defiantly good.,-,-,defiantly good
840,TRUE,Was kind of annoyed when I went that they were out of 2 beverages I asked for - and one was decaf coffee,kind of annoyed,kind of annoyed,kind of annoyed
841,FALSE,We've stopped in a couple times.,-,-,
842,FALSE,Ridiculous portions with great flavor and good coffee.,-,-,"ridiculous portions,"
843,FALSE,The country benedict waffle is top notch.,-,-,top notch
844,FALSE,Good coffee as well.,-,-,good
845,FALSE,Highly recommended for a big breakfast in the North.,-,-,highly recommended
846,FALSE,We finally had the opportunity to try this place out this past Sunday morning.,-,-,past Sunday morning
847,FALSE, I checked the website for opening time and it said 8 AM.,-,-,
848,FALSE, We got there at 7:55 AM the parking lot was empty and there were no lights on inside at all.,-,-,
849,FALSE, The time on the door said 8 AM so we waited but there was no sign of life.,-,-,
850,TRUE, We were so disappointed and mad because we had just gotten off of the night shift and were so hungry!,so disappointed and mad because we had just gotten off of the night shift,so disappointed and mad because we had just gotten off of the night shift,so disappointed and mad because we had just gotten off of the night shift
851,TRUE, Won't go back there again since it is clear they do not know how to run a business.,clear they do not know how to run a business,clear they do not know how to run a business,clear they do not know how to run a business
852,FALSE,The use of Nowait now Yelp is the best thing ever.,-,-,best thing ever
853,FALSE,The service is second to none and they remember thier repeat customers well.,-,-,"second to none, repeat customers"
854,FALSE,Good job guys.,-,-,
855,FALSE,"On first impression, the new location in Wexford was at most a one star.",-,-,at most a one star
856,FALSE,Doubt I'll visit this place again or any of their other locations.,-,-,their other locations
857,FALSE,"

After being seated, it was 15 minutes before we were greeted.",-,-,
858,FALSE,We placed our drink and food orders and received the drinks a long 10 minutes later.,-,-,a long 1 minutes later
859,FALSE,The waitress apologized and told us the restaurant could only make one latte at a time and there were several drink orders ahead of ours.,-,-,"at a time, several drink orders"
860,TRUE,"As happy as I was to finally have a hot drink after freezing in the cold weather, I was instantly let down because the coffees were nearly cold.",nearly cold,nearly cold,nearly cold
,,,happy as I was to finally have a hot drink,happy as I was to finally have a hot drink,happy as I was to finally have a hot drink
861,FALSE,"

",-,-,
862,FALSE,"The food came shortly after and the waffles were soft, definitely pre-made and had been sitting under a warmer.",-,-,"shoftly after, definitely pre-made, sitting under a warmer"
863,FALSE,"On a better note, the food still tasted good but the background noise of the waitress continuously apologizing to other customers was a pure indicator that this place was a terrible mess...at least this particular Sunday afternoon.",-,-,"tasted good, terrible mess"
864,FALSE,"

Won't go back...",-,-,
865,FALSE,Totin's down the street is a better choice.,-,-,better choice
866,FALSE,Went into the restaurant and waited to be seated.,-,-,waited to be seated
867,FALSE,Had a seat for 2.,-,-,seat for 2
868,FALSE,Lots of seating.,-,-,lots 
869,FALSE, Restaurant was clean.,-,-,
870,TRUE,Server came over quickly and was super pleasant.,super pleasant,super pleasant,super pleasant
871,FALSE, I ordered the Carnivora Omelet with a side order of bacon and rye toast with coffee.,-,-,
872,FALSE,My guest had the Megaberry with a side order of sausage.,-,-,
873,FALSE,Order arrived quickly.,-,-,quickly
874,FALSE,The omelet with the egg on top was delicious.,-,-,top was delicious
875,FALSE,"Filled with bacon, sausage, ham, cheddar cheese, chicken.",-,-,
876,FALSE, My guest Megaberry Waffle was huge.,-,-,
877,FALSE,It had blueberries and raspberries on the inside and berries on top with whipped cream and a vanilla  bean sauce.,-,-,
878,FALSE, My guest advised that the waffle was soft and the berries were delicious.,-,-,
879,FALSE,The sausage patties were large.,-,-,large
880,FALSE,Met a friend for breakfast.,-,-,breakfast
881,FALSE,"Waited quite awhile for a server to come over, and there were only 4 people in the place.",-,-,"quite awhile, only 4 people"
882,FALSE,My friend ordered the crepes and I ordered the eggs benedict waffles.,-,-,
883,FALSE,"
",-,-,
884,TRUE,They have background music which is so loud we could hardly speak to each.,so loud we could hardly speak to each,so loud we could hardly speak to each,so loud we could hardly speak to each
885,FALSE,"
",-,-,
886,FALSE,"Our food was brought by a different server and asked if we wanted more coffee, we both agreed, but once again waited for it.",-,-,"by a different server, "
887,FALSE,"Our original server never came back to check on us, except to bring the bill.",-,-,
888,FALSE,"
",-,-,
889,TRUE,The prices are quite high for the quality of the food.,quite high for the quality of the food,quite high for the quality of the food,quite high for the quality of the food
890,TRUE,"We decided we were glad we tried it, but would not be back.",glad we tried it but would not be back,glad we tried it but would not be back,glad we tried it but would not be back
891,TRUE,"I wanted to like this place more, but it was solidly average.",solidly average,solidly average,solidly average
892,TRUE, The menu was good with decent variety of savory and sweet waffle choices among other breakfast items.,good with decent variety of savory and sweet waffle choices,good with decent variety of savory and sweet waffle choices,good with decent variety of savory and sweet waffle choices
893,FALSE," They had gluten free waffles, which was nice due to a family member having a gluten sensitivity, and I had the chicken and waffles.",-,-,
894,FALSE," Like other reviews stated, it was decent, but for $40 for 2 adults and 2 kids (who split a breakfast), I wanted to be wow'd.",-,-,
895,FALSE," 

I always want to start with the good, but I think I already mentioned all the good.",-,-,
896,FALSE, Good menu with decent food.,-,-,
897,FALSE, They did have some decent syrup choices outside maple.,-,-,
898,FALSE, We tried the vanilla and bourbon syrup.,-,-,
899,FALSE," This isn't vanilla flavored maple syrup, it is vanilla syrup that pours clear.",-,-,
900,FALSE, The bourbon on the chicken and waffles was very good.,-,-,
901,TRUE,"

Now on to what could make it better, with some of problems not being able to be changed.",able to be changed,able to be changed,able to be changed
902,FALSE, I think the biggest problem was the noise.,-,-,
903,FALSE," It is a no frills décor restaurant with two walkways with tables on both sides, but the room just echoed terribly.",-,-,
904,FALSE, I could barely hear anything my family was saying across the table.,-,-,
905,TRUE,"

Our server was ok, but it was just slow.",just slow,just slow,just slow
906,TRUE," We did go on a packed Saturday, so it is understandable, but I need a bigger coffee cup than the Dixie cup sized cup of coffee they gave me which was gone is 0.2 seconds.",dixie cup sized,dixie cup sized,dixie cup sized
907,FALSE, It would be nice if they had runners in addition to the servers.,-,-,
908,FALSE," For a breakfast place, your coffee cup should never be empty.",-,-,
909,TRUE," In addition, our food was not very hot due to the fact that I stared at it sitting in the window for several minutes.",very hot due to the fact,very hot due to the fact,very hot due to the fact
910,FALSE, It really wasn't our waitresses fault since she was taking orders at the time.,-,-,
911,FALSE," (of course, it was the people who had a million questions, seriously people, it is a waffle place with good descriptions on the menu).",-,-,
912,FALSE," By the time she took their order than got our food, it was not that hot.",-,-,
913,TRUE, It would have been nice to have someone running food out and filling coffee cups.,nice to have someone running food out and filling coffee cups,nice to have someone running food out and filling coffee cups,nice to have someone running food out and filling coffee cups
914,TRUE,"

Like I said, it was good and different for the north hills.",good and different,good and different,good and different
915,FALSE," We will probably try it again, but not go out of our way",-,-,
916,FALSE,We waited until 8:20 and still no sign of life!!,-,-,
917,FALSE," Soooo if lights in front are the last thing you turn on then ""whoops!""",-,-,
918,FALSE, You forgot to turn them on and unlock the doors!,-,-,
919,FALSE, Smh,-,-,
